IDInteractorA,IDInteractorB
entrez gene/locuslink:180982,entrez gene/locuslink:178001
entrez gene/locuslink:176286,entrez gene/locuslink:178001
entrez gene/locuslink:181291,entrez gene/locuslink:178001
entrez gene/locuslink:174462,entrez gene/locuslink:178001
entrez gene/locuslink:178104,entrez gene/locuslink:178001
entrez gene/locuslink:175909,entrez gene/locuslink:175511
entrez gene/locuslink:181291,entrez gene/locuslink:175511
entrez gene/locuslink:175410,entrez gene/locuslink:175511
entrez gene/locuslink:181291,entrez gene/locuslink:185422
entrez gene/locuslink:180982,entrez gene/locuslink:176011
entrez gene/locuslink:175410,entrez gene/locuslink:176011
entrez gene/locuslink:175909,entrez gene/locuslink:176012
entrez gene/locuslink:175410,entrez gene/locuslink:176012
entrez gene/locuslink:175909,entrez gene/locuslink:191791
entrez gene/locuslink:175909,entrez gene/locuslink:176010
entrez gene/locuslink:176065,entrez gene/locuslink:176010
entrez gene/locuslink:180982,entrez gene/locuslink:176010
entrez gene/locuslink:181291,entrez gene/locuslink:176010
entrez gene/locuslink:175410,entrez gene/locuslink:176010
entrez gene/locuslink:174462,entrez gene/locuslink:176010
entrez gene/locuslink:181291,entrez gene/locuslink:176008
entrez gene/locuslink:181291,entrez gene/locuslink:176006
entrez gene/locuslink:175410,entrez gene/locuslink:176006
entrez gene/locuslink:174462,entrez gene/locuslink:176006
entrez gene/locuslink:175909,entrez gene/locuslink:180357
entrez gene/locuslink:176065,entrez gene/locuslink:180357
entrez gene/locuslink:181055,entrez gene/locuslink:180357
entrez gene/locuslink:174044,entrez gene/locuslink:180357
entrez gene/locuslink:180982,entrez gene/locuslink:180357
entrez gene/locuslink:176286,entrez gene/locuslink:180357
entrez gene/locuslink:181291,entrez gene/locuslink:180357
entrez gene/locuslink:178846,entrez gene/locuslink:180357
entrez gene/locuslink:175410,entrez gene/locuslink:180357
entrez gene/locuslink:174462,entrez gene/locuslink:180357
entrez gene/locuslink:178104,entrez gene/locuslink:180357
entrez gene/locuslink:175909,entrez gene/locuslink:179217
entrez gene/locuslink:181055,entrez gene/locuslink:179217
entrez gene/locuslink:174044,entrez gene/locuslink:179217
entrez gene/locuslink:180982,entrez gene/locuslink:179217
entrez gene/locuslink:176286,entrez gene/locuslink:179217
entrez gene/locuslink:181291,entrez gene/locuslink:179217
entrez gene/locuslink:178846,entrez gene/locuslink:179217
entrez gene/locuslink:175410,entrez gene/locuslink:179217
entrez gene/locuslink:174462,entrez gene/locuslink:179217
entrez gene/locuslink:178104,entrez gene/locuslink:179217
entrez gene/locuslink:181055,entrez gene/locuslink:180401
entrez gene/locuslink:178846,entrez gene/locuslink:180401
entrez gene/locuslink:174462,entrez gene/locuslink:180401
entrez gene/locuslink:174462,entrez gene/locuslink:173345
entrez gene/locuslink:178104,entrez gene/locuslink:173345
entrez gene/locuslink:178846,entrez gene/locuslink:178864
entrez gene/locuslink:174462,entrez gene/locuslink:178864
entrez gene/locuslink:175909,entrez gene/locuslink:180613
entrez gene/locuslink:178104,entrez gene/locuslink:180961
entrez gene/locuslink:174044,entrez gene/locuslink:175545
entrez gene/locuslink:176286,entrez gene/locuslink:175545
entrez gene/locuslink:174462,entrez gene/locuslink:175545
entrez gene/locuslink:178104,entrez gene/locuslink:175545
entrez gene/locuslink:180982,entrez gene/locuslink:3565999
entrez gene/locuslink:181055,entrez gene/locuslink:176471
entrez gene/locuslink:174044,entrez gene/locuslink:172657
entrez gene/locuslink:175410,entrez gene/locuslink:172657
entrez gene/locuslink:181291,entrez gene/locuslink:174693
entrez gene/locuslink:178104,entrez gene/locuslink:174693
entrez gene/locuslink:175410,entrez gene/locuslink:181407
entrez gene/locuslink:178104,entrez gene/locuslink:181407
entrez gene/locuslink:181055,entrez gene/locuslink:181013
entrez gene/locuslink:175410,entrez gene/locuslink:181013
entrez gene/locuslink:174462,entrez gene/locuslink:181013
entrez gene/locuslink:178104,entrez gene/locuslink:181013
entrez gene/locuslink:181055,entrez gene/locuslink:185851
entrez gene/locuslink:175909,entrez gene/locuslink:181194
entrez gene/locuslink:174044,entrez gene/locuslink:181194
entrez gene/locuslink:180982,entrez gene/locuslink:181194
entrez gene/locuslink:175410,entrez gene/locuslink:181194
entrez gene/locuslink:178104,entrez gene/locuslink:181194
entrez gene/locuslink:176065,entrez gene/locuslink:185914
entrez gene/locuslink:175909,entrez gene/locuslink:175890
entrez gene/locuslink:181055,entrez gene/locuslink:175890
entrez gene/locuslink:174044,entrez gene/locuslink:175890
entrez gene/locuslink:180982,entrez gene/locuslink:175890
entrez gene/locuslink:176286,entrez gene/locuslink:175890
entrez gene/locuslink:181291,entrez gene/locuslink:175890
entrez gene/locuslink:178846,entrez gene/locuslink:175890
entrez gene/locuslink:175410,entrez gene/locuslink:175890
entrez gene/locuslink:174462,entrez gene/locuslink:175890
entrez gene/locuslink:178104,entrez gene/locuslink:175890
entrez gene/locuslink:175410,entrez gene/locuslink:175751
entrez gene/locuslink:174462,entrez gene/locuslink:175751
entrez gene/locuslink:175909,entrez gene/locuslink:3565037
entrez gene/locuslink:175410,entrez gene/locuslink:3565037
entrez gene/locuslink:174462,entrez gene/locuslink:175730
entrez gene/locuslink:181055,entrez gene/locuslink:179224
entrez gene/locuslink:174044,entrez gene/locuslink:179224
entrez gene/locuslink:180982,entrez gene/locuslink:179224
entrez gene/locuslink:176286,entrez gene/locuslink:179224
entrez gene/locuslink:181291,entrez gene/locuslink:179224
entrez gene/locuslink:175909,entrez gene/locuslink:171607
entrez gene/locuslink:181055,entrez gene/locuslink:171607
entrez gene/locuslink:181291,entrez gene/locuslink:171607
entrez gene/locuslink:178846,entrez gene/locuslink:171607
entrez gene/locuslink:175410,entrez gene/locuslink:171607
entrez gene/locuslink:178104,entrez gene/locuslink:171607
entrez gene/locuslink:176286,entrez gene/locuslink:181481
entrez gene/locuslink:175909,entrez gene/locuslink:176322
entrez gene/locuslink:176065,entrez gene/locuslink:176322
entrez gene/locuslink:181055,entrez gene/locuslink:176322
entrez gene/locuslink:176286,entrez gene/locuslink:176322
entrez gene/locuslink:175410,entrez gene/locuslink:176322
entrez gene/locuslink:174462,entrez gene/locuslink:176322
entrez gene/locuslink:175909,entrez gene/locuslink:174771
entrez gene/locuslink:181055,entrez gene/locuslink:174771
entrez gene/locuslink:174044,entrez gene/locuslink:174771
entrez gene/locuslink:180982,entrez gene/locuslink:174771
entrez gene/locuslink:176286,entrez gene/locuslink:174771
entrez gene/locuslink:181291,entrez gene/locuslink:174771
entrez gene/locuslink:178846,entrez gene/locuslink:174771
entrez gene/locuslink:175410,entrez gene/locuslink:174771
entrez gene/locuslink:174462,entrez gene/locuslink:174771
entrez gene/locuslink:178104,entrez gene/locuslink:174771
entrez gene/locuslink:175909,entrez gene/locuslink:175695
entrez gene/locuslink:175909,entrez gene/locuslink:175786
entrez gene/locuslink:180982,entrez gene/locuslink:175786
entrez gene/locuslink:181291,entrez gene/locuslink:175786
entrez gene/locuslink:174044,entrez gene/locuslink:175783
entrez gene/locuslink:176286,entrez gene/locuslink:175783
entrez gene/locuslink:175909,entrez gene/locuslink:179770
entrez gene/locuslink:175410,entrez gene/locuslink:179770
entrez gene/locuslink:178104,entrez gene/locuslink:179770
entrez gene/locuslink:181055,entrez gene/locuslink:181362
entrez gene/locuslink:180982,entrez gene/locuslink:181362
entrez gene/locuslink:176286,entrez gene/locuslink:181362
entrez gene/locuslink:175909,entrez gene/locuslink:176992
entrez gene/locuslink:174044,entrez gene/locuslink:176992
entrez gene/locuslink:180982,entrez gene/locuslink:176992
entrez gene/locuslink:178104,entrez gene/locuslink:176992
entrez gene/locuslink:174044,entrez gene/locuslink:179878
entrez gene/locuslink:175909,entrez gene/locuslink:171988
entrez gene/locuslink:175909,entrez gene/locuslink:3564809
entrez gene/locuslink:181055,entrez gene/locuslink:3564809
entrez gene/locuslink:180982,entrez gene/locuslink:3564809
entrez gene/locuslink:176065,entrez gene/locuslink:176882
entrez gene/locuslink:174044,entrez gene/locuslink:176882
entrez gene/locuslink:175410,entrez gene/locuslink:176039
entrez gene/locuslink:174462,entrez gene/locuslink:176039
entrez gene/locuslink:180982,entrez gene/locuslink:176037
entrez gene/locuslink:176065,entrez gene/locuslink:186373
entrez gene/locuslink:176065,entrez gene/locuslink:175772
entrez gene/locuslink:180982,entrez gene/locuslink:175772
entrez gene/locuslink:181291,entrez gene/locuslink:175772
entrez gene/locuslink:175410,entrez gene/locuslink:175772
entrez gene/locuslink:176065,entrez gene/locuslink:175770
entrez gene/locuslink:176065,entrez gene/locuslink:175769
entrez gene/locuslink:175909,entrez gene/locuslink:175585
entrez gene/locuslink:176065,entrez gene/locuslink:175585
entrez gene/locuslink:180982,entrez gene/locuslink:175585
entrez gene/locuslink:181291,entrez gene/locuslink:175585
entrez gene/locuslink:175410,entrez gene/locuslink:175585
entrez gene/locuslink:174462,entrez gene/locuslink:175585
entrez gene/locuslink:174462,entrez gene/locuslink:179732
entrez gene/locuslink:178104,entrez gene/locuslink:179732
entrez gene/locuslink:175909,entrez gene/locuslink:172374
entrez gene/locuslink:181055,entrez gene/locuslink:172374
entrez gene/locuslink:180982,entrez gene/locuslink:172374
entrez gene/locuslink:176286,entrez gene/locuslink:172374
entrez gene/locuslink:181291,entrez gene/locuslink:172374
entrez gene/locuslink:175410,entrez gene/locuslink:172374
entrez gene/locuslink:174462,entrez gene/locuslink:172374
entrez gene/locuslink:178104,entrez gene/locuslink:172374
entrez gene/locuslink:175909,entrez gene/locuslink:181291
entrez gene/locuslink:181055,entrez gene/locuslink:181291
entrez gene/locuslink:180982,entrez gene/locuslink:181291
entrez gene/locuslink:178846,entrez gene/locuslink:181291
entrez gene/locuslink:175410,entrez gene/locuslink:181291
entrez gene/locuslink:181055,entrez gene/locuslink:186492
entrez gene/locuslink:180982,entrez gene/locuslink:186492
entrez gene/locuslink:175909,entrez gene/locuslink:175275
entrez gene/locuslink:174044,entrez gene/locuslink:175275
entrez gene/locuslink:180982,entrez gene/locuslink:175275
entrez gene/locuslink:181291,entrez gene/locuslink:175275
entrez gene/locuslink:181055,entrez gene/locuslink:186544
entrez gene/locuslink:175909,entrez gene/locuslink:175443
entrez gene/locuslink:181291,entrez gene/locuslink:175443
entrez gene/locuslink:175410,entrez gene/locuslink:175443
entrez gene/locuslink:175909,entrez gene/locuslink:186574
entrez gene/locuslink:175909,entrez gene/locuslink:175441
entrez gene/locuslink:176065,entrez gene/locuslink:175442
entrez gene/locuslink:174462,entrez gene/locuslink:175444
entrez gene/locuslink:174044,entrez gene/locuslink:191611
entrez gene/locuslink:176286,entrez gene/locuslink:191611
entrez gene/locuslink:178104,entrez gene/locuslink:186632
entrez gene/locuslink:174462,entrez gene/locuslink:186634
entrez gene/locuslink:176065,entrez gene/locuslink:178063
entrez gene/locuslink:175909,entrez gene/locuslink:176059
entrez gene/locuslink:176065,entrez gene/locuslink:176059
entrez gene/locuslink:180982,entrez gene/locuslink:176059
entrez gene/locuslink:181291,entrez gene/locuslink:176059
entrez gene/locuslink:174462,entrez gene/locuslink:176058
entrez gene/locuslink:175909,entrez gene/locuslink:3896756
entrez gene/locuslink:175410,entrez gene/locuslink:3896756
entrez gene/locuslink:178104,entrez gene/locuslink:181408
entrez gene/locuslink:175909,entrez gene/locuslink:175555
entrez gene/locuslink:180982,entrez gene/locuslink:175555
entrez gene/locuslink:180982,entrez gene/locuslink:175556
entrez gene/locuslink:181291,entrez gene/locuslink:175556
entrez gene/locuslink:175410,entrez gene/locuslink:175556
entrez gene/locuslink:175909,entrez gene/locuslink:186827
entrez gene/locuslink:181291,entrez gene/locuslink:186828
entrez gene/locuslink:174462,entrez gene/locuslink:186828
entrez gene/locuslink:175909,entrez gene/locuslink:181539
entrez gene/locuslink:178104,entrez gene/locuslink:181539
entrez gene/locuslink:175909,entrez gene/locuslink:176003
entrez gene/locuslink:175909,entrez gene/locuslink:176004
entrez gene/locuslink:180982,entrez gene/locuslink:176004
entrez gene/locuslink:181291,entrez gene/locuslink:176004
entrez gene/locuslink:175410,entrez gene/locuslink:176004
entrez gene/locuslink:175909,entrez gene/locuslink:176000
entrez gene/locuslink:180982,entrez gene/locuslink:176000
entrez gene/locuslink:175909,entrez gene/locuslink:176001
entrez gene/locuslink:175410,entrez gene/locuslink:176001
entrez gene/locuslink:175909,entrez gene/locuslink:173338
entrez gene/locuslink:181055,entrez gene/locuslink:173338
entrez gene/locuslink:174044,entrez gene/locuslink:173338
entrez gene/locuslink:180982,entrez gene/locuslink:173338
entrez gene/locuslink:176286,entrez gene/locuslink:173338
entrez gene/locuslink:181291,entrez gene/locuslink:173338
entrez gene/locuslink:178846,entrez gene/locuslink:173338
entrez gene/locuslink:175410,entrez gene/locuslink:173338
entrez gene/locuslink:178104,entrez gene/locuslink:173338
entrez gene/locuslink:175909,entrez gene/locuslink:172353
entrez gene/locuslink:181055,entrez gene/locuslink:172353
entrez gene/locuslink:174044,entrez gene/locuslink:172353
entrez gene/locuslink:176286,entrez gene/locuslink:172353
entrez gene/locuslink:181291,entrez gene/locuslink:172353
entrez gene/locuslink:175410,entrez gene/locuslink:172353
entrez gene/locuslink:178104,entrez gene/locuslink:172353
entrez gene/locuslink:175909,entrez gene/locuslink:176060
entrez gene/locuslink:181055,entrez gene/locuslink:176060
entrez gene/locuslink:180982,entrez gene/locuslink:176060
entrez gene/locuslink:176286,entrez gene/locuslink:176060
entrez gene/locuslink:181291,entrez gene/locuslink:176060
entrez gene/locuslink:178846,entrez gene/locuslink:176060
entrez gene/locuslink:175410,entrez gene/locuslink:176060
entrez gene/locuslink:174462,entrez gene/locuslink:176060
entrez gene/locuslink:178104,entrez gene/locuslink:176060
entrez gene/locuslink:175410,entrez gene/locuslink:181065
entrez gene/locuslink:176065,entrez gene/locuslink:177373
entrez gene/locuslink:181055,entrez gene/locuslink:177373
entrez gene/locuslink:174044,entrez gene/locuslink:177373
entrez gene/locuslink:180982,entrez gene/locuslink:177373
entrez gene/locuslink:176286,entrez gene/locuslink:177373
entrez gene/locuslink:181291,entrez gene/locuslink:177373
entrez gene/locuslink:178846,entrez gene/locuslink:177373
entrez gene/locuslink:175410,entrez gene/locuslink:177373
entrez gene/locuslink:174462,entrez gene/locuslink:177373
entrez gene/locuslink:178104,entrez gene/locuslink:177373
entrez gene/locuslink:181055,entrez gene/locuslink:177956
entrez gene/locuslink:174044,entrez gene/locuslink:177956
entrez gene/locuslink:180982,entrez gene/locuslink:177956
entrez gene/locuslink:176286,entrez gene/locuslink:177956
entrez gene/locuslink:181291,entrez gene/locuslink:177956
entrez gene/locuslink:175410,entrez gene/locuslink:177956
entrez gene/locuslink:174462,entrez gene/locuslink:177956
entrez gene/locuslink:178104,entrez gene/locuslink:177956
entrez gene/locuslink:175909,entrez gene/locuslink:176430
entrez gene/locuslink:181055,entrez gene/locuslink:176430
entrez gene/locuslink:174044,entrez gene/locuslink:176430
entrez gene/locuslink:180982,entrez gene/locuslink:176430
entrez gene/locuslink:181291,entrez gene/locuslink:176430
entrez gene/locuslink:178846,entrez gene/locuslink:176430
entrez gene/locuslink:175410,entrez gene/locuslink:176430
entrez gene/locuslink:174462,entrez gene/locuslink:176430
entrez gene/locuslink:178104,entrez gene/locuslink:176430
entrez gene/locuslink:174462,entrez gene/locuslink:175709
entrez gene/locuslink:175909,entrez gene/locuslink:175708
entrez gene/locuslink:175909,entrez gene/locuslink:175707
entrez gene/locuslink:181291,entrez gene/locuslink:175706
